"","EVENT_DATE","COUNTRY","number"
"608",2012-08-16,"Ivory Coast",1
"609",2012-08-17,"Ivory Coast",2
"610",2012-08-18,"Ivory Coast",1
"611",2012-08-20,"Ivory Coast",1
"612",2012-08-21,"Ivory Coast",1
"613",2012-08-25,"Ivory Coast",3
"614",2012-09-05,"Ivory Coast",1
"615",2012-09-08,"Ivory Coast",1
"616",2012-09-14,"Ivory Coast",1
"617",2012-09-15,"Ivory Coast",1
"618",2012-09-20,"Ivory Coast",4
"619",2012-09-21,"Ivory Coast",1
"620",2012-09-22,"Ivory Coast",1
"621",2012-10-01,"Ivory Coast",1
"622",2012-10-09,"Ivory Coast",1
"623",2012-10-11,"Ivory Coast",1
"624",2012-10-14,"Ivory Coast",2
"625",2012-10-15,"Ivory Coast",1
"626",2012-10-17,"Ivory Coast",1
"627",2012-10-18,"Ivory Coast",1
"628",2012-10-21,"Ivory Coast",2
"629",2012-10-26,"Ivory Coast",1
"630",2012-12-01,"Ivory Coast",2
"631",2012-12-15,"Ivory Coast",1
"632",2012-12-16,"Ivory Coast",1
"633",2012-12-21,"Ivory Coast",2
"634",2012-12-22,"Ivory Coast",1
"635",2012-12-23,"Ivory Coast",1
"636",2012-12-24,"Ivory Coast",4
"637",2012-12-25,"Ivory Coast",1
"638",2012-12-26,"Ivory Coast",2
"639",2012-12-28,"Ivory Coast",1
"640",2013-01-03,"Ivory Coast",1
"641",2013-01-16,"Ivory Coast",1
"642",2013-01-19,"Ivory Coast",1
"643",2013-01-22,"Ivory Coast",1
"644",2013-01-23,"Ivory Coast",1
"645",2013-01-25,"Ivory Coast",1
"646",2013-02-16,"Ivory Coast",1
"647",2013-02-17,"Ivory Coast",1
"648",2013-02-18,"Ivory Coast",1
"649",2013-02-26,"Ivory Coast",1
"650",2013-02-28,"Ivory Coast",1
"651",2013-03-07,"Ivory Coast",1
"652",2013-03-13,"Ivory Coast",2
"653",2013-03-21,"Ivory Coast",1
"654",2013-03-22,"Ivory Coast",1
"655",2013-03-23,"Ivory Coast",1
"656",2013-03-26,"Ivory Coast",1
"657",2013-03-27,"Ivory Coast",1
"658",2013-04-01,"Ivory Coast",2
"659",2013-04-05,"Ivory Coast",1
"660",2013-04-06,"Ivory Coast",2
