"","EVENT_DATE","COUNTRY","number"
"458",2014-01-24,"Mali",1
"459",2014-01-25,"Mali",1
"460",2014-01-30,"Mali",1
"461",2014-02-04,"Mali",1
"462",2014-02-06,"Mali",1
"463",2014-02-08,"Mali",2
"464",2014-02-09,"Mali",1
"465",2014-02-10,"Mali",1
"466",2014-02-11,"Mali",3
"467",2014-02-12,"Mali",2
"468",2014-02-13,"Mali",1
"469",2014-02-15,"Mali",1
"470",2014-02-16,"Mali",1
"471",2014-02-20,"Mali",1
"472",2014-02-26,"Mali",1
"473",2014-03-01,"Mali",3
"474",2014-03-04,"Mali",1
"475",2014-03-05,"Mali",3
"476",2014-03-07,"Mali",1
"477",2014-03-08,"Mali",1
"478",2014-03-09,"Mali",1
"479",2014-03-15,"Mali",1
"480",2014-03-16,"Mali",1
"481",2014-03-18,"Mali",1
"482",2014-04-04,"Mali",1
"483",2014-04-05,"Mali",1
"484",2014-04-07,"Mali",1
"485",2014-04-10,"Mali",1
"486",2014-04-12,"Mali",1
"487",2014-04-14,"Mali",1
"488",2014-04-17,"Mali",1
"489",2014-04-23,"Mali",2
"490",2014-04-24,"Mali",1
"491",2014-04-28,"Mali",1
"492",2014-04-29,"Mali",1
"493",2014-05-01,"Mali",1
"494",2014-05-02,"Mali",2
"495",2014-05-08,"Mali",1
"496",2014-05-13,"Mali",1
"497",2014-05-15,"Mali",1
"498",2014-05-16,"Mali",1
"499",2014-05-17,"Mali",4
"500",2014-05-18,"Mali",2
"501",2014-05-19,"Mali",4
"502",2014-05-20,"Mali",2
"503",2014-05-21,"Mali",2
"504",2014-05-22,"Mali",6
"505",2014-05-23,"Mali",1
"506",2014-05-24,"Mali",4
"507",2014-05-26,"Mali",1
"508",2014-05-30,"Mali",1
"509",2014-06-01,"Mali",1
"510",2014-06-06,"Mali",1
"511",2014-06-11,"Mali",1
"512",2014-06-17,"Mali",1
"513",2014-06-24,"Mali",1
"514",2014-06-30,"Mali",1
"515",2014-07-11,"Mali",2
"516",2014-07-14,"Mali",1
"517",2014-07-16,"Mali",1
"518",2014-07-17,"Mali",1
"519",2014-07-18,"Mali",2
"520",2014-07-22,"Mali",3
"521",2014-07-29,"Mali",1
"522",2014-08-05,"Mali",1
"523",2014-08-10,"Mali",1
"524",2014-08-14,"Mali",1
"525",2014-08-16,"Mali",1
"526",2014-08-21,"Mali",1
"527",2014-08-27,"Mali",1
"528",2014-08-28,"Mali",1
"529",2014-08-29,"Mali",1
"530",2014-09-02,"Mali",1
"531",2014-09-07,"Mali",1
"532",2014-09-11,"Mali",1
"533",2014-09-14,"Mali",1
"534",2014-09-16,"Mali",2
"535",2014-09-18,"Mali",2
"536",2014-09-19,"Mali",1
"537",2014-09-23,"Mali",1
"538",2014-10-03,"Mali",1
"539",2014-10-07,"Mali",1
"540",2014-10-13,"Mali",1
"541",2014-10-16,"Mali",1
"542",2014-10-18,"Mali",1
"543",2014-10-25,"Mali",1
"544",2014-10-28,"Mali",1
"545",2014-10-30,"Mali",1
"546",2014-11-02,"Mali",2
"547",2014-11-03,"Mali",1
"548",2014-11-06,"Mali",1
"549",2014-11-07,"Mali",1
"550",2014-11-15,"Mali",1
"551",2014-11-18,"Mali",1
"552",2014-11-20,"Mali",1
"553",2014-11-21,"Mali",1
"554",2014-11-22,"Mali",2
"555",2014-11-25,"Mali",3
"556",2014-12-02,"Mali",1
"557",2014-12-04,"Mali",1
"558",2014-12-11,"Mali",1
"559",2014-12-18,"Mali",1
"560",2014-12-22,"Mali",1
"561",2014-12-24,"Mali",2
"562",2014-12-27,"Mali",1
"563",2014-12-29,"Mali",2
"564",2014-12-30,"Mali",1
"565",2014-12-31,"Mali",2
"566",2015-01-03,"Mali",1
"567",2015-01-04,"Mali",2
"568",2015-01-05,"Mali",2
"569",2015-01-06,"Mali",2
"570",2015-01-08,"Mali",1
"571",2015-01-09,"Mali",1
"572",2015-01-12,"Mali",1
"573",2015-01-16,"Mali",3
"574",2015-01-17,"Mali",1
"575",2015-01-18,"Mali",1
"576",2015-01-20,"Mali",1
"577",2015-01-21,"Mali",1
"578",2015-01-23,"Mali",1
"579",2015-01-25,"Mali",2
"580",2015-01-27,"Mali",1
"581",2015-01-28,"Mali",1
"582",2015-01-30,"Mali",3
"583",2015-01-31,"Mali",1
"584",2015-02-02,"Mali",1
"585",2015-02-04,"Mali",3
"586",2015-02-07,"Mali",1
"587",2015-02-25,"Mali",1
"588",2015-02-26,"Mali",1
"589",2015-02-27,"Mali",1
"590",2015-03-01,"Mali",1
"591",2015-03-02,"Mali",1
"592",2015-03-07,"Mali",3
"593",2015-03-08,"Mali",1
"594",2015-03-10,"Mali",1
"595",2015-03-13,"Mali",2
"596",2015-03-18,"Mali",1
"597",2015-03-21,"Mali",1
"598",2015-03-26,"Mali",3
"599",2015-03-30,"Mali",1
"600",2015-04-01,"Mali",2
"601",2015-04-03,"Mali",2
"602",2015-04-05,"Mali",1
"603",2015-04-06,"Mali",3
"604",2015-04-12,"Mali",1
"605",2015-04-15,"Mali",3
"606",2015-04-17,"Mali",1
"607",2015-04-20,"Mali",1
"608",2015-04-22,"Mali",1
"609",2015-04-23,"Mali",1
"610",2015-04-27,"Mali",1
"611",2015-04-28,"Mali",1
"612",2015-04-29,"Mali",2
"613",2015-04-30,"Mali",2
"614",2015-05-02,"Mali",2
"615",2015-05-05,"Mali",1
"616",2015-05-06,"Mali",2
"617",2015-05-10,"Mali",1
"618",2015-05-11,"Mali",1
"619",2015-05-12,"Mali",1
"620",2015-05-13,"Mali",1
"621",2015-05-14,"Mali",1
"622",2015-05-15,"Mali",3
"623",2015-05-17,"Mali",1
"624",2015-05-18,"Mali",2
"625",2015-05-20,"Mali",3
"626",2015-05-21,"Mali",1
"627",2015-05-22,"Mali",2
"628",2015-05-24,"Mali",2
"629",2015-05-25,"Mali",2
"630",2015-05-26,"Mali",1
"631",2015-05-28,"Mali",1
"632",2015-05-29,"Mali",2
"633",2015-06-01,"Mali",1
"634",2015-06-03,"Mali",2
"635",2015-06-04,"Mali",1
"636",2015-06-07,"Mali",1
"637",2015-06-10,"Mali",1
"638",2015-06-14,"Mali",1
"639",2015-06-19,"Mali",1
"640",2015-06-20,"Mali",1
"641",2015-06-27,"Mali",1
"642",2015-06-28,"Mali",1
"643",2015-07-01,"Mali",1
"644",2015-07-02,"Mali",1
"645",2015-07-05,"Mali",1
"646",2015-07-16,"Mali",1
"647",2015-07-18,"Mali",2
"648",2015-07-21,"Mali",1
"649",2015-07-24,"Mali",1
"650",2015-08-01,"Mali",1
"651",2015-08-03,"Mali",1
"652",2015-08-07,"Mali",2
"653",2015-08-08,"Mali",1
"654",2015-08-09,"Mali",1
"655",2015-08-10,"Mali",1
"656",2015-08-12,"Mali",1
"657",2015-08-13,"Mali",1
"658",2015-08-15,"Mali",1
"659",2015-08-16,"Mali",4
"660",2015-08-17,"Mali",4
"661",2015-08-18,"Mali",1
"662",2015-08-22,"Mali",1
"663",2015-09-01,"Mali",1
"664",2015-09-02,"Mali",1
"665",2015-09-11,"Mali",1
"666",2015-09-12,"Mali",1
"667",2015-09-17,"Mali",1
"668",2015-09-18,"Mali",2
"669",2015-09-19,"Mali",1
"670",2015-10-06,"Mali",1
"671",2015-10-09,"Mali",1
"672",2015-10-10,"Mali",1
"673",2015-10-13,"Mali",2
"674",2015-10-14,"Mali",1
"675",2015-10-15,"Mali",1
"676",2015-10-24,"Mali",1
"677",2015-10-28,"Mali",1
"678",2015-11-03,"Mali",1
"679",2015-11-11,"Mali",1
"680",2015-11-14,"Mali",1
"681",2015-11-15,"Mali",1
"682",2015-11-20,"Mali",2
"683",2015-11-24,"Mali",1
"684",2015-11-28,"Mali",1
"685",2015-11-29,"Mali",1
"686",2015-12-13,"Mali",1
"687",2015-12-15,"Mali",2
"688",2015-12-17,"Mali",1
"689",2015-12-19,"Mali",3
"690",2015-12-20,"Mali",1
"691",2015-12-22,"Mali",1
"692",2015-12-24,"Mali",1
"693",2015-12-25,"Mali",1
"694",2016-01-07,"Mali",1
"695",2016-01-08,"Mali",1
"696",2016-01-15,"Mali",2
"697",2016-01-19,"Mali",1
"698",2016-01-21,"Mali",1
"699",2016-01-25,"Mali",1
"700",2016-01-28,"Mali",2
"701",2016-02-01,"Mali",1
"702",2016-02-02,"Mali",1
"703",2016-02-05,"Mali",1
"704",2016-02-09,"Mali",1
"705",2016-02-11,"Mali",1
"706",2016-02-12,"Mali",2
"707",2016-02-14,"Mali",1
"708",2016-02-18,"Mali",1
"709",2016-02-19,"Mali",1
"710",2016-02-22,"Mali",1
"711",2016-02-24,"Mali",1
"712",2016-02-25,"Mali",1
"713",2016-02-29,"Mali",2
"714",2016-03-01,"Mali",1
"715",2016-03-07,"Mali",1
"716",2016-03-12,"Mali",1
"717",2016-03-21,"Mali",2
"718",2016-03-28,"Mali",1
"719",2016-03-29,"Mali",1
"720",2016-04-01,"Mali",2
"721",2016-04-07,"Mali",1
"722",2016-04-08,"Mali",1
"723",2016-04-10,"Mali",1
"724",2016-04-12,"Mali",1
"725",2016-04-13,"Mali",1
"726",2016-04-15,"Mali",1
"727",2016-04-16,"Mali",2
"728",2016-04-18,"Mali",1
"729",2016-04-23,"Mali",1
"730",2016-04-29,"Mali",1
"731",2016-04-30,"Mali",1
"732",2016-05-01,"Mali",1
"733",2016-05-03,"Mali",1
"734",2016-05-10,"Mali",1
"735",2016-05-11,"Mali",1
"736",2016-05-13,"Mali",1
"737",2016-05-14,"Mali",1
"738",2016-05-18,"Mali",2
"739",2016-05-19,"Mali",1
"740",2016-05-21,"Mali",2
"741",2016-05-22,"Mali",2
"742",2016-05-27,"Mali",1
"743",2016-05-29,"Mali",1
"744",2016-05-30,"Mali",2
"745",2016-05-31,"Mali",1
"746",2016-06-06,"Mali",1
"747",2016-06-11,"Mali",1
"748",2016-06-12,"Mali",1
"749",2016-06-14,"Mali",1
"750",2016-06-15,"Mali",1
"751",2016-06-19,"Mali",1
"752",2016-06-20,"Mali",1
"753",2016-06-25,"Mali",1
"754",2016-06-29,"Mali",1
"755",2016-06-30,"Mali",1
"756",2016-07-01,"Mali",1
"757",2016-07-09,"Mali",1
"758",2016-07-11,"Mali",1
"759",2016-07-12,"Mali",1
"760",2016-07-13,"Mali",1
"761",2016-07-14,"Mali",2
"762",2016-07-16,"Mali",1
"763",2016-07-18,"Mali",1
